"Name","VisualLevel","Deprecated","TID","InfoTID","HousingSpace","BarrackLevel","LaboratoryLevel","Speed","Hitpoints","TrainingTime","UpgradeTimeH","UpgradeTimeM","UpgradeResource","UpgradeCost","DonateCost","DonateXP","DonateCount","AttackRange","AttackSpeed","CoolDownOverride","DPS","PreferedTargetDamageMod","DamageRadius","AreaDamageIgnoresWalls","SelfAsAoeCenter","IconSWF","IconExportName","BigPicture","BigPictureSWF","DeathShowTimeMS","Projectile","AltProjectile","PreferedTargetBuilding","PreferedTargetBuildingClass","PreferredTargetNoTargeting","DeployEffect","DeployEffect2","AttackEffect","AttackEffect2","HitEffect","HitEffect2","IsFlying","AirTargets","GroundTargets","TargetableByGroundAndAir","AttackCount","DieEffect","DieEffect2","Animation","ProductionBuilding","IsJumper","IsTotem","MovementOffsetAmount","MovementOffsetSpeed","TombStone","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","DieDamageAffectsAir","NoDieDamageForSuicide","DisableProduction","CantBeEjected","SecondaryTroop","DontSpawnSecondaryWhenEjected","IsSecondaryTroop","SecondaryTroopCnt","SecondarySpawnDist","RandomizeSecSpawnDist","PickNewTargetAfterPushback","PushbackSpeed","PushbackAfterHit","Pushback","PushbackTime","PushbackHousingLimit","SummonTroop","SummonTroopCount","SummonTime","SummonCooldown","SummonEffect","SummonLimit","ConsumeDebrisOnSummonRadius","SpawnIdle","SpawnOnAttack","StrengthWeight","AuraSpell","AuraSpellLevel","SpawnWhenDamaged","SpawnWhenDamagedEffect","JumpHeightPercent","NoClipping","Squad","WallMovementCost","BurstCount","BurstDelay","AttackMultipleBuildings","IncreasingDamage","DPSLv2","DPSLv3","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","AttackEffectLv4","TransitionEffectLv2","TransitionEffectLv3","TransitionEffectLv4","TargetedEffectOffset","SecondarySpawnOffset","CustomDefenderIcon","SpecialMovementMod","InvisibilityRadius","HealthReductionPerSecond","AutoMergeDistance","AutoMergeGroupSize","IsUnderground","ProjectileBounces","FriendlyGroupWeight","EnemyGroupWeight","NewTargetAttackDelay","TriggersTraps","ChainShootingDistance","ChainAttackDistance","ChainAttackDepth","ChainAttackFactor","ChainAttackDelay","ChainAttackDamageReductionPercent","ChainAttackEffect","PreAttackEffect","MoveStartsEffect","UndergroundEffect","UnderwaterEffect","MovingEffect","BecomesTargetableEffect","HideEffect","VillageType","UnitsInCamp","DisableDonate","ScaleByTH","EnabledByCalendar","EnabledBySuperLicence","LoseHpPerTick","LoseHpInterval","LoseHpEffect","UpgradeLevelByTH","UnlockByTH","EvolveToCharacter","EvolveEffect","EvolveOnDamageDealt","EvolveTime","CanAttackWhileMoving","PreferredMovementTarget","RetargetAfterHit","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","DamageMultiplierTarget","DamageMultiplierPercent","FrostOnHitTime","FrostOnHitPercent","DoesNotOpenCC","DefensiveTroop","DamageReductionToStorages","BunkerTroops","BunkerTroopCount1","BunkerTroopCount2","BunkerDegenerationTime","BunkerSpawnDist","HeroDamageMultiplier","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","ImmuneToHealing","PreferHeroes","ForceRetaliation","HealerWeight","DefaultSkin","DefenseBonus","SmoothJump","SpecialAbilities","SpecialAbilitiesLevel","ReflectsDamage","AvoidNoiseInAttackPositionSelection","CarryOverToNextStage","FightWithGroups","TargetGroupsRadius","TargetGroupsRange","TargetGroupsMinWeight","MergeToCharacter","MergeSearchRadius","MergeEffect","SplitEffect","InheritHealthPercentage","PreviewScenario","AltPreviewScenario","StatBars","MaxSearchRadiusForDefender","AlertRadius"
,2,,,,,,,,1200,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,"trollBoulderHit_dust_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,1400,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,,,"trollBoulderHit_dust_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,1600,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,"trollBoulderHit_dust_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,1800,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,"trollBoulderHit_dust_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,2000,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,"trollBoulderHit_dust_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,2300,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,"trollBoulderHit_dust_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,,2600,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,"trollBoulderHit_dust_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,,3000,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,"trollBoulderHit_dust_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,,3600,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,"trollBoulderHit_dust_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Super Dragon",3,,"TID_SUPER_DRAGON","TID_SUPER_DRAGON_INFO",40,9,1,175,3900,340,,,"Elixir",,20,,,300,1800,1500,60,1,160,,,"sc/ui.sc","icon_unit_elite_dragon","unit_superdragon_big","sc/info_super_dragon.sc",,"SuperDragonProjectile",,,,,"Super Dragon Deploy",,"Super Dragon Attack",,"Super_Dragon_Hit",,"TRUE","TRUE","TRUE",,,"Dragon Die",,"SuperDragon","Barrack","FALSE",,,15,"TombStone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,192,,,,,,,,,,,,,80,,,,,,,,,,4000,4000,,"TRUE",,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SuperDragonPlaceholderAbility","1",,,,,,,,,,,,,"SuperDragon",,,,
,4,,,,,,,,4500,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,5100,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,5600,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,6100,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,,6400,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,,6700,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,,7200,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,,,7600,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,,,,,,,,8000,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Headhunter",1,,"TID_CHARACTER_HEADHUNTER","TID_CHARACTER_INFO_HEADHUNTER",6,9,1,300,360,50,120,,"DarkElixir",57500,3,,,300,600,,105,1,,,,"sc/ui.sc","icon_unit_headhunter","unit_head_hunter_big","sc/info_headhunter.sc",,"Headhunter_Card_lvl1",,,,,"Headhunter Deploy",,"Headhunter_attack",,"Headhunter Hit",,"FALSE","TRUE","TRUE",,,"Headhunter Die",,"HeadHunter_lvl1","Dark Elixir Barrack","TRUE",,,0,"DarkTombStone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,100,100,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,"TRUE",,2,,,,"HeadhunterPoison","1",,,,,,,,,,,,,"TroopHeadHunter",,"HitPoints;DamagePerSecond;PreferredTargetType;DamageType;TargetType;HousingSpace;MovementSpeed;DamagePoison;SpeedDecrease;AttackSpeed",,
,2,,,,,,10,,400,,168,,,90000,,,,,,,115,,,,,,,,,,"Headhunter_Card_lvl2",,,,,,,,,,,,,,,,,,"HeadHunter_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,
,3,,,,,,11,,440,,,,,,,,,,,,125,,,,,,,,,,"Headhunter_Card_lvl3",,,,,,,,,,,,,,,,,,"HeadHunter_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,
"Super Wizard",5,,"TID_SUPER_WIZARD","TID_SUPER_WIZARD_INFO",10,7,1,250,250,75,,,"Elixir",,5,,,350,2000,,140,1,,,,"sc/ui.sc","icon_unit_elite_wizard","unit_elite_wizard_big","sc/info_elite_wizard.sc",,,,,,,"Super Wizard Deploy",,"Super Wizard Attack",,"Super Wizard Hit",,"FALSE","TRUE","TRUE",,,"Wizard Die",,"SuperWizard","Barrack","FALSE",,,30,"TombStone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,1000,1000,,"TRUE",,300,1,10,128,60,"Super Wizard Attack Chain","Electro Dragon Pre Attack",,,,,,,,,,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SuperWizardPlaceholderAbility","1",,,,,,,,,,,,,"SuperWizard",,,,
,6,,,,,,,,300,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,350,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,,400,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,,450,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,,500,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,,,540,,,,,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,,,,,,,,580,,,,,,,,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,,,,,,,620,,,,,,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,,,,,,,700,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Super Minion",4,,"TID_SUPER_MINION","TID_CHARACTER_INFO_SUPER_MINION",12,1,1,200,1100,96,,,"DarkElixir",,6,,,350,1000,,200,1,,,,"sc/ui.sc","icon_unit_elite_minion","unit_elite_minion_big","sc/info_elite_minion.sc",,"super_gargoyle_projectile",,,,,"Super_Gargoyle Deploy",,"Super_Gargoyle Attack",,"Moving Cannon Hit",,"TRUE","TRUE","TRUE",,,"Gargoyle Die",,"SuperMinion","Dark Elixir Barrack","FALSE",,,100,"DarkTombStone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,1200,1000,,"TRUE",,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,"Super Minion_DEF",,,,,,,,,,,,,,,,,,"SuperMinionSpecialProjectiles","1",,,,,,,,,,,,,"SuperMinion",,,,
,5,,,,,,,,1200,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,1300,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,1400,,,,,,,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,,1500,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,,1600,,,,,,,,,,,,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,,1700,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,,,1800,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,,,,,,,,1900,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,,,,,,,2100,,,,,,,,,,,,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,,,,,,,2300,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice Hound Pup",1,,"TID_ICE_PUP","TID_ICE_PUP_INFO",1,1,1,400,50,,,,,,,,,225,1000,,35,1,,,,,,"unit_ice_pups","sc/info_elite_icehound.sc",,"icy_tinyhound_projectile",,,,,,,,,"ps_chr_icepup_hit",,"TRUE","TRUE","TRUE",,,"Ice Tinymite Die",,"SuperTinyBaby_lvl1",,"FALSE",,,100,"DarkTombStone",,,,,,,"TRUE",,,,"TRUE",,,,"TRUE",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,50,100,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SecondaryTroop",,,,
"Super Minion_DEF",4,,"TID_SUPER_MINION","TID_CHARACTER_INFO_SUPER_MINION",12,1,1,200,1100,,,,,,6,,,350,1000,,200,1,,,,,,,,,"super_gargoyle_projectile",,,,,"Super_Gargoyle Deploy",,"Super_Gargoyle Attack",,"Moving Cannon Hit",,"TRUE","TRUE","TRUE",,,"Gargoyle Die",,"SuperMinion",,"FALSE",,,100,"DarkTombStone",,,,,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,1200,1000,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SuperMinionSpecialProjectiles_DEF","1",,,,,,,,,,,,,,,,,
,5,,,,,,,,1200,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,1300,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,1400,,,,,,,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,,1500,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,,1600,,,,,,,,,,,,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,,1700,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
